Image,Title,Author,Rating,Description,Genres
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1417188663i/23500254.jpg,"The Power of Vulnerability: Teachings of Authenticity, Connections and Courage",Brené Brown,4.6,"Show Up and Let Yourself be Seen Is vulnerability the same as weakness? “In our culture,” teaches Dr. Brené Brown, “we associate vulnerability with emotions we want to avoid such as fear, shame, and uncertainty. Yet we too often lose sight of the fact that vulnerability is also the birthplace of joy, belonging, creativity, authenticity, and love.” On The Power of Vulnerability, Dr. Brown offers an invitation and a promise - that when we dare to drop the armor that protects us from feeling vulnerable, we open ourselves to the experiences that bring purpose and meaning to our lives. Here she dispels the cultural myth that vulnerability is weakness and reveals that it is, in truth, our most accurate measure of courage.“The Power of Vulnerability is a very personal project for me,” Brené explains. “This is the first place that all of my work comes together. This audio course draws from all three of my books - it’s the culmination of everything I’ve learned over the past twelve years. I'm very excited to weave it all into a truly comprehensive form that shows what these findings and insights can mean in our lives.”Guidance and Insights for Wholehearted LivingOver the past twelve years, Dr. Brené Brown has interviewed hundreds of people as part of an ongoing study of vulnerability. “The research shows that we try to ward disappointment with a shield of cynicism, disarm shame by numbing ourselves against joy, and circumvent grief by shutting off our willingness to love,” explains Dr. Brown. When we become aware of these patterns, she teaches, we begin to become conscious of how much we sacrifice in the name of self-defense -and how much richer our lives become when we open ourselves to vulnerability.“In my research,” Dr. Brown says, “the word I use to describe people who can live from a place of vulnerability is wholehearted.” Being wholehearted is a practice—one that we can choose to cultivate through empathy, gratitude, and awareness of our vulnerability armor. Join this engaging and heartfelt teacher on The Power of Vulnerability as she offers profound insights on leaning into the full spectrum of emotions—so we can show up, let ourselves be seen, and truly be all in.HIGHLIGHTSCultivating shame resilience—the key to developing a sense of worth and belonging.Vulnerability as the origin point for innovation, adaptability, accountability, and visionary leadership.Our emotional armory - how we use perfectionism, numbing, and other tactics to avoid feeling vulnerable.The myths of vulnerability - common misconceptions about weakness, trust, and self-sufficiency.Discovering your vulnerability armor - recognizing what makes us shut down, and how we can change.The 10 guideposts of wholehearted living - essential skills for becoming fully engaged in life.Six hours of stories, warm humor, and transformative insights for living a life of courage, authenticity, and compassion from Dr. Brené Brown.","['Nonfiction', 'Self Help', 'Psychology', 'Audiobook', 'Personal Development', 'Mental Health', 'Leadership']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1472001088i/31645392.jpg,"Declutter Your Mind: How to Stop Worrying, Relieve Anxiety, and Eliminate Negative Thinking",S.J. Scott,3.69,"Feel overwhelmed by your thoughts? Struggling with anxiety about your daily tasks? Or do you want to stop worrying about life? The truth is...We all experience the occasional negative thought. But if you always feel overwhelmed, then you need to closely examine how these thoughts are negatively impacting your lifestyle. The solution is to practice specific mindfulness techniques that create more ""space"" in your mind to enjoy inner peace and happiness. With these habits, you'll have the clarity to prioritize what's most important in your life, what no longer serves your goals, and how you want to live on a daily basis. And that's what you'll learn in Declutter Your Mind. Declutter Your Mind -- How to Stop Worrying, Relieve Anxiety, and Eliminate Negative Thinking The goal of this book is We will teach you the habits, actions, and mindsets to clean up the mental clutter that's holding you back from living a meaningful life. You will 4 Causes of Mental Clutter How to Reframe ALL Your Negative Thoughts 4 Strategies to Improve (or Eliminate) Bad Relationships The Importance of Decluttering the Distractions That Cause Anxiety A Simple Strategy to Discover What's Important to YOU 400 Words That Help Identify YOUR Values The Benefit of Meditation and Focused Deep Breathing (and How to Do Both) How to Create Goals That Connect to Your Passions Declutter Your Mind is full of exercises that will have an immediate, positive impact on your mindset. Instead of just telling you to do something, we provide practical, science-backed actions that can create real and lasting change if practiced regularly. Would You Like To Know More? Download now to stop worrying, deal with anxiety, and clear your mind. Scroll to the top of the page and select the buy now button.","['Self Help', 'Nonfiction', 'Psychology', 'Personal Development', 'Mental Health', 'Productivity', 'Health']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1558699334i/22571656.jpg,The Happiness Equation: Want Nothing + Do Anything = Have Everything,Neil Pasricha,3.87,"The #1 international bestseller from the author of  The Book of Awesome  that “reveals how all of us can live happier lives” (Gretchen Rubin). What is the formula for a happy life? Neil Pasricha is a Harvard MBA, a  New York Times –bestselling author, a Walmart executive, a father, a husband. After selling more than a million copies of the  Book of Awesome  series, wherein he observed the everyday things he thought were awesome, he now shifts his focus to the practicalities of living an awesome life.In his new book  The Happiness Equation , Pasricha illustrates how to want nothing and do anything in order to have everything. If that sounds like a contradiction in terms, you simply have yet to unlock the 9 Secrets to Happiness. Each secret takes a piece out of the core of common sense, turns it on its head to present it in a completely new light, and then provides practical and specific guidelines for how to apply this new outlook to lead a fulfilling life.Once you've unlocked Pasricha’s 9 Secrets, you will understand counter intuitive concepts such as: Success Does Not Lead to Happiness, Never Take Advice, and Retirement Is a Broken Theory. You will learn and then master three brand-new fundamental life tests: the Saturday Morning Test, The Bench Test, and the Five People Test. You will know the difference between external goals and internal goals and how to make more money than a Harvard MBA (hint: it has nothing to do with your annual salary). You will discover that true wealth has nothing to do with money, multitasking is a myth, and the elimination of options leads to more choice.The Happiness Equation  is a book that will change how you think about pretty much everything—your time, your career, your relationships, your family, and, ultimately, of course, your happiness.","['Self Help', 'Nonfiction', 'Psychology', 'Personal Development', 'Productivity', 'Audiobook', 'Business']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1432222358i/71728.jpg,Jonathan Livingston Seagull,Richard Bach,3.86,"This is a story for people who follow their hearts and make their own rules...people who get special pleasure out of doing something well, even if only for themselves...people who know there's more to this living than meets the eye: they’ll be right there with Jonathan, flying higher and faster than ever they dreamed.Jonathan Livingston Seagull is no ordinary bird. He believes it is every gull's right to fly, to reach the ultimate freedom of challenge and discovery, finding his greatest reward in teaching younger gulls the joy of flight and the power of dreams. The special 20th anniversary release of this spiritual classic!","['Fiction', 'Classics', 'Philosophy', 'Fantasy', 'Spirituality', 'Inspirational', 'Self Help']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1410138134i/10639.jpg,The Paradox of Choice: Why More Is Less,Barry Schwartz,3.84,"In the spirit of Alvin Tofflers' Future Shock, a social critique of our obsession with choice, and how it contributes to anxiety, dissatisfaction and regret. Whether we're buying a pair of jeans, ordering a cup of coffee, selecting a long-distance carrier, applying to college, choosing a doctor, or setting up a 401K, everyday decisions have become increasingly complex due to the overwhelming abundance of choice with which we are presented. In The Paradox of Choice, Barry Schwartz explains why too much of a good thing has proven detrimental to our psychological and emotional well-being. In accessible, engaging, and anecdotal prose, Schwartz explains how a culture that thrives on the availability of constantly evolving options can also foster profound dissatisfaction and self-blame in individuals, which can lead to a paralysis in decision making and, in some cases, depression. With the latest studies on how we make choices in our personal and professional lives, Schwartz offers practical advice on how to focus on the right choices, and how to derive greater satisfaction from choices that we do make.","['Psychology', 'Nonfiction', 'Business', 'Self Help', 'Economics', 'Science', 'Sociology']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348137748i/48757.jpg,The Tao of Pooh,Benjamin Hoff,4.01,"The Wisdom of Pooh.Is there such thing as a Western Taoist? Benjamin Hoff says there is, and this Taoist's favorite food is honey. Through brilliant and witty dialogue with the beloved Pooh-bear and his companions, the author of this smash bestseller explains with ease and aplomb that rather than being a distant and mysterious concept, Taoism is as near and practical to us as our morning breakfast bowl. Romp through the enchanting world of Winnie-the-Pooh while soaking up invaluable lessons on simplicity and natural living.","['Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1384884768i/18858489.jpg,Spilled Milk,K.L. Randis,4.42,"Brooke Nolan is a battered child who makes an anonymous phone call about the escalating brutality in her home. When social services jeopardize her safety condemning her to keep her father’s secret, it’s a glass of spilled milk at the dinner table that forces her to speak about the cruelty she’s been hiding. In her pursuit for safety and justice Brooke battles a broken system that pushes to keep her father in the home. When jury members and a love interest congregate to inspire her to fight, she risks losing the support of family and comes to the realization that some people simply do not want to be saved. Spilled Milk is a novel of shocking narrative, triumph and resiliency.","['Nonfiction', 'Memoir', 'True Crime', 'Biography', 'Abuse', 'Crime', 'Audiobook']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387708713i/129909.jpg,The Boy Who Was Raised as a Dog: And Other Stories from a Child Psychiatrist's Notebook,Bruce D. Perry,4.58,"What happens when a young brain is traumatized? How does terror, abuse, or disaster affect a child's mind--and how can that mind recover? Child psychiatrist Bruce Perry has helped children faced with unimaginable horror: genocide survivors, murder witnesses, kidnapped teenagers, and victims of family violence. In The Boy Who Was Raised as a Dog, he tells their stories of trauma and transformation through the lens of science, revealing the brain's astonishing capacity for healing. Deftly combining unforgettable case histories with his own compassionate, insightful strategies for rehabilitation, Perry explains what exactly happens to the brain when a child is exposed to extreme stress-and reveals the unexpected measures that can be taken to ease a child's pain and help him grow into a healthy adult. Through the stories of children who recover-physically, mentally, and emotionally-from the most devastating circumstances, Perry shows how simple things like surroundings, affection, language, and touch can deeply impact the developing brain, for better or for worse. In this deeply informed and moving book, Bruce Perry dramatically demonstrates that only when we understand the science of the mind can we hope to heal the spirit of even the most wounded child.","['Psychology', 'Nonfiction', 'Mental Health', 'Science', 'Social Work', 'Parenting', 'Education']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1391409228i/113935.jpg,Goals!: How to Get Everything You Want Faster Than You Ever Thought Possible,Brian Tracy,4.25,"Based on more than 20 years of experience and 40 years of research, this book presents a practical, proven strategy for creating and meeting goals that has been used by more than 1 million people to achieve extraordinary things in life. Author Brian Tracy explains the seven key elements of goal setting and the 12 steps necessary to set and accomplish goals of any size. Using simple language and real-life examples, Tracy shows how to do the crucial work of determining one's strengths, values, and true goals. He explains how to build the self-esteem and confidence necessary for achievement; how to overpower every problem or obstacle; how to overcome difficulties; how to respond to challenges; and how to continue moving forward no matter what happens. The book's """"Mental Fitness"""" program of character development shows readers how to become the kind of person on the inside who can achieve any goal on the outside.","['Self Help', 'Business', 'Nonfiction', 'Personal Development', 'Productivity', 'Psychology', 'Leadership']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1653552093i/53238858.jpg,"What Happened To You?: Conversations on Trauma, Resilience, and Healing",Bruce D. Perry,4.45,"Our earliest experiences shape our lives far down the road, and What Happened to You? provides powerful scientific and emotional insights into the behavioral patterns so many of us struggle to understand.“Through this lens we can build a renewed sense of personal self-worth and ultimately recalibrate our responses to circumstances, situations, and relationships. It is, in other words, the key to reshaping our very lives.”—Oprah WinfreyThis book is going to change the way you see your life.Have you ever wondered ""Why did I do that?"" or ""Why can't I just control my behavior?"" Others may judge our reactions and think, ""What's wrong with that person?"" When questioning our emotions, it's easy to place the blame on ourselves; holding ourselves and those around us to an impossible standard. It's time we started asking a different question.Through deeply personal conversations, Oprah Winfrey and renowned brain and trauma expert Dr. Bruce Perry offer a groundbreaking and profound shift from asking “What’s wrong with you?” to “What happened to you?”Here, Winfrey shares stories from her own past, understanding through experience the vulnerability that comes from facing trauma and adversity at a young age. In conversation throughout the book, she and Dr. Perry focus on understanding people, behavior, and ourselves. It’s a subtle but profound shift in our approach to trauma, and it’s one that allows us to understand our pasts in order to clear a path to our future—opening the door to resilience and healing in a proven, powerful way.","['Nonfiction', 'Psychology', 'Self Help', 'Audiobook', 'Mental Health', 'Personal Development', 'Health']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1477230182i/254799.jpg,The Creative Habit: Learn It and Use It for Life,Twyla Tharp,4.07,"Creativity is not a gift from the gods, says Twyla Tharp, bestowed by some divine and mystical spark. It is the product of preparation and effort, and it's within reach of everyone who wants to achieve it. All it takes is the willingness to make creativity a habit, an integral part of your life: In order to be creative, you have to know how to prepare to be creative. In The Creative Habit, Tharp takes the lessons she has learned in her remarkable thirty-five-year career and shares them with you, whatever creative impulses you follow -- whether you are a painter, composer, writer, director, choreographer, or, for that matter, a businessperson working on a deal, a chef developing a new dish, a mother wanting her child to see the world anew. When Tharp is at a creative dead end, she relies on a lifetime of exercises to help her get out of the rut, and The Creative Habit contains more than thirty of them to ease the fears of anyone facing a blank beginning and to open the mind to new possibilities. Tharp's exercises are practical and immediately doable -- for the novice or expert. In ""Where's Your Pencil?"" she reminds us to observe the world -- and get it down on paper. In ""Coins and Chaos,"" she provides the simplest of mental games to restore order and peace. In ""Do a Verb,"" she turns your mind and body into coworkers. In ""Build a Bridge to the Next Day,"" she shows how to clean your cluttered mind overnight. To Tharp, sustained creativity begins with rituals, self-knowledge, harnessing your memories, and organizing your materials (so no insight is ever lost). Along the way she leads you by the hand through the painful first steps of scratching for ideas, finding the spine of your work, and getting out of ruts into productive grooves. In her creative realm, optimism rules. An empty room, a bare desk, a blank canvas can be energizing, not demoralizing. And in this inventive, encouraging book, Twyla Tharp shows us how to take a deep breath and begin!","['Nonfiction', 'Art', 'Self Help', 'Writing', 'Business', 'Design', 'Personal Development']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1385056910i/582533.jpg,Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life,Shakti Gawain,4.11,"When it comes to creating the life you want, Shakti Gawain literally wrote the book. Now considered a classic, Creative Visualization teaches readers how to use their imaginations to manifest their deepest desires.","['Self Help', 'Spirituality', 'Nonfiction', 'Psychology', 'Personal Development', 'New Age', 'Philosophy']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328839784i/615389.jpg,The Five Love Languages for Singles,Gary Chapman,4.12,"Gary Chapman first penned the bestselling The Five Love Languages more than ten years ago. The core message has hit home with over 5 million people as it focuses on the need to ""feel"" loved. This need is felt by married and singles alike. Dr. Chapman now tackles the unique circumstances that singles face, and integrates how the same five love languages apply in their relationships. For example, in a business environment, when and how is physical touch appropriate? Take the love language test included.","['Nonfiction', 'Self Help', 'Relationships', 'Christian', 'Psychology', 'Personal Development', 'Audiobook']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388282563i/20995.jpg,The Art of Seduction,Robert Greene,3.96,"The season's most talked-about all-purpose personal strategy guide and philosophical compendium,"" said Newsweek of Robert Greene's bold, elegant, and ingenious manual of modern manipulation, The 48 Laws of Power. Now Greene has once again mined history and literature to distill the essence of seduction, the most highly refined mode of influence, the ultimate power trip. The Art of Seduction is a masterful synthesis of the work of thinkers such as Freud, Ovid, Kierkegaard, and Einstein, as well as the achievements of the greatest seducers throughout history. From Cleopatra to John F. Kennedy, from Andy Warhol to Josephine Bonaparte, The Art of Seduction gets to the heart of the character of the seducer and his or her tactics, triumphs and failures. The seducer's many faces include: the Siren, the Rake, the Ideal Lover, the Dandy, the Natural, the Coquette, the Charmer, and the Charismatic. Twenty-four maneuvers will guide readers through the seduction process, providing cunning, amoral instructions for and analysis of this fascinating, all-pervasive form of power. Just as beautifully packaged and every bit as essential as The 48 Laws of Power, The Art of Seduction is an indispensable primer of persuasion and offers the best lessons on how to take what you want from whomever you want or how to prevent yourself from being taken.","['Psychology', 'Nonfiction', 'Self Help', 'Philosophy', 'Relationships', 'Personal Development', 'Business']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1411152436i/551520.jpg,The Wisdom of Insecurity: A Message for an Age of Anxiety,Alan W. Watts,4.16,"In this fascinating book, Alan Watts explores man's quest for psychological security, examining our efforts to find spiritual and intellectual certainty in the realms of religion and philosophy. The Wisdom of Insecurity underlines the importance of our search for stability in an age where human life seems particularly vulnerable and uncertain. Watts argues our insecurity is the consequence of trying to be secure and that, ironically, salvation and sanity lie in the recognition that we have no way of saving ourselves.","['Philosophy', 'Nonfiction', 'Psychology', 'Spirituality', 'Self Help', 'Religion', 'Buddhism']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1176433520i/129603.jpg,You Can Heal Your Life,Louise L. Hay,4.15,"Louise’s key message in this powerful work is: “If we are willing to do the mental work, almost anything can be healed.” Louise explains how limiting beliefs and ideas are often the cause of illness, and how you can change your thinking…and improve the quality of your life.","['Self Help', 'Nonfiction', 'Spirituality', 'Health', 'Psychology', 'Personal Development', 'Inspirational']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1380857528i/56466.jpg,The Traveler's Gift: Seven Decisions that Determine Personal Success,Andy Andrews,4.08,"National Bestseller—New York Times, USA Today, Wall Street Journal, Publisher’s WeeklyWhat makes the difference between failure and success? The Traveler’s Gift offers a modern day parable of one man’s choices—and the attitudes that make the difference between failure and success.Forty-six-year-old David Ponder feels like a total failure. Once a high-flying executive in a Fortune 500 company, he now works a part-time, minimum wage job and struggles to support his family. Then, an even greater crisis hits: his daughter becomes ill, and he can’t afford to get her the medical helps she needs. When his car skids on an icy road, he wonders if he even cares to survive the crash.But an extraordinary experience awaits David Ponder. He find himself traveling back in time, meeting leaders and heroes at crucial moments in their lives—from Abraham Lincoln to Anne Frank. By the time his journey is over, he has received seven secrets for success—and a second chance.","['Fiction', 'Self Help', 'Inspirational', 'Personal Development', 'Business', 'Christian', 'Leadership']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1310779133i/10339170.jpg,The 10X Rule: The Only Difference Between Success and Failure,Grant Cardone,3.94,"Achieve ""Massive Action"" results and accomplish your business dreams! While most people operate with only three degrees of action-no action, retreat, or normal action-if you're after big goals, you don't want to settle for the ordinary. To reach the next level, you must understand the coveted 4th degree of action. This 4th degree, also known as the 10 X Rule, is that level of action that guarantees companies and individuals realize their goals and dreams.The 10 X Rule unveils the principle of ""Massive Action,"" allowing you to blast through business clichZs and risk-aversion while taking concrete steps to reach your dreams. It also demonstrates why people get stuck in the first three actions and how to move into making the 10X Rule a discipline. Find out exactly where to start, what to do, and how to follow up each action you take with more action to achieve Massive Action results.Learn the ""Estimation of Effort"" calculation to ensure you exceed your targets Make the Fourth Degree a way of life and defy mediocrity Discover the time management myth Get the exact reasons why people fail and others succeed Know the exact formula to solve problems Extreme success is by definition outside the realm of normal action. Instead of behaving like everybody else and settling for average results, take Massive Action with The 10 X Rule, remove luck and chance from your business equation, and lock in massive success.","['Business', 'Self Help', 'Nonfiction', 'Personal Development', 'Productivity', 'Audiobook', 'Psychology']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328765863i/6486483.jpg,Emotional Intelligence 2.0,Travis Bradberry,3.85,"From Dr. Travis Bradberry, #1 bestselling author of EMOTIONAL INTELLIGENCE HABITS.The book's smooth narrative style turns rigorous research into memorable stories and practical strategies that anyone can use to his or her advantage.With 90% of top performers high in EQ, and EQ twice as important as IQ in getting where you want to go in life, who can afford to ignore it?What people are saying about it:""This book can drastically change the way you think about success...read it twice.""--Patrick Lencioni, author, The Five Dysfunctions of a Team""Emotional intelligence is an extremely important skill for personal and professional success. This book is excellent and the learning included in the free online test is cutting-edge. I strongly recommend it.""--Ken Blanchard, bestselling business book author of all time; coauthor The One Minute Manager®""In the fast lane of business life today, people spend more time on computer keyboards, blackberries and conference calls than they do in face-to-face communication. We're expected to piece together broken conversations, cryptic voicemails, and abbreviated text messages to figure out how to proceed. In this increasingly complex web, emotional intelligence is more important than ever before. This book is filled with invaluable insights and information that no one can afford to ignore.""--Rajeev Peshawaria, executive director, Goldman Sachs International","['Psychology', 'Self Help', 'Nonfiction', 'Business', 'Leadership', 'Personal Development', 'Buisness']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1429020306i/3260326.jpg,Introvert Power: Why Your Inner Life Is Your Hidden Strength,Laurie A. Helgoe,3.84,"EMBRACE THE POWER INSIDE YOU Are you an introvert? Psychologist and introvert Laurie Helgoe reveals that more than half of all Americans are. Introverts gain energy and power through reflection and solitude. Our culture, however, is geared toward the extrovert. The pressure to enjoy parties, chatter, and interactions can lead people to think that an inward orientation is a problem instead of an opportunity. Helgoe shows that the exact opposite is true: Introverts can capitalize on this inner source of power. INTROVERT POWER is a groundbreaking call for an introvert renaissance, a blueprint for how introverts can take full advantage of this hidden strength in daily life. Supplemented by the voices of several introverts, Helgoe presents a startling look at introvert numbers, influence, and economic might. Revolutionary and invaluable, INTROVERT POWER includes ideas for how introverts can learn to: Claim private spaceCarve out time to thinkBring a slower tempo into daily lifeCreate breaks in conversation and relationshipsDeal effectively with parties, interruptions, and crowds QUIET IS MIGHT. SOLITUDE IS STRENGTH. INTROVERSION IS POWER.","['Nonfiction', 'Psychology', 'Self Help', 'Personal Development', 'Philosophy', 'Health', 'Relationships']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440064752i/815716.jpg,The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You,John C. Maxwell,4.15,世界各国で200万部突破!有力企業、政府機関、国連、陸軍士官学校、一流アスリートにも指導・講演する「世界一のメンター」によるリーダーシップ論の決定版!人を動かし、勝ち続けるための「21の戦略思考」が身につく本。,"['Leadership', 'Business', 'Nonfiction', 'Self Help', 'Personal Development', 'Management', 'Psychology']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328305948i/12176421.jpg,How to Win Friends and Influence People in the Digital Age,Dale Carnegie,3.93,"AN UP-TO-THE -MINUTE ADAPTATION OF DALE CARNEGIE ’S TIMELESS PRESCRIPTIONS FOR THE DIGITAL AGE DALE CARNEGIE’s commonsense approach to communicating has endured for a century, touching millions and millions of readers. The only diploma that hangs in Warren Buffett’s office is his certificate from Dale Carnegie Training. Lee Iacocca credits Carnegie for giving him the courage to speak in public. Dilbert creator Scott Adams called Carnegie’s teachings “life-changing.” In today’s world, where more and more of our communication takes place across wires and screens, Carnegie’s lessons have not only lasted but become all the more critical. Though he never could have predicted technology’s trajectory, Carnegie proves a wise and helpful teacher in this digital landscape. To demonstrate the many ways his lessons remain relevant, Dale Carnegie & Associates, Inc., has reimagined his prescriptions and his advice for this difficult digital age. We may communicate today with different tools and with greater speed, but Carnegie’s advice on how to communicate, lead, and work efficiently remains priceless across the ages.","['Self Help', 'Nonfiction', 'Business', 'Psychology', 'Personal Development', 'Leadership', 'Communication']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328767473i/10713286.jpg,Outwitting the Devil: The Secret to Freedom and Success,Napoleon Hill,4.26,"Napoleon Hill wrote this book in 1938, just after publication of his all-time bestseller, Think and Grow Rich . This powerful tale has never been published, considered too controversial by his family and friends.Using his legendary ability to get to the root of human potential, Napoleon Hill digs deep to identify the greatest obstacles we face in reaching personal fear, procrastination, anger, and jealousy, as tools of the Devil. These hidden methods of control can lead us to ruin, and Hill reveals the seven principles of good that will allow us to triumph over them and succeed.Annotated and edited for a contemporary audience by Rich Dad, Poor Dad and Three Feet from Gold co-author Sharon Lechter, this book is profound, powerful, resonant, and rich with insight.","['Self Help', 'Nonfiction', 'Business', 'Personal Development', 'Psychology', 'Philosophy', 'Spirituality']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349066493i/6265779.jpg,The Mindful Path to Self-Compassion: Freeing Yourself from Destructive Thoughts and Emotions,Christopher K. Germer,4.02,"“Buck up.” “Stop feeling sorry for yourself.” “Don’t ruin everything.” When you are anxious, sad, angry, or lonely, do you hear this self-critical voice? What would happen if, instead of fighting difficult emotions, we accepted them? Over his decades of experience as a therapist and mindfulness meditation practitioner, Dr. Christopher Germer has learned a paradoxical lesson: We all want to avoid pain, but letting it in--and responding compassionately to our own imperfections, without judgment or self-blame--are essential steps on the path to healing. This wise and eloquent book illuminates the power of self-compassion and offers creative, scientifically grounded strategies for putting it into action. You’ll master practical techniques for living more fully in the present moment -- especially when hard-to-bear emotions arise -- and for being kind to yourself when you need it the most. Free audio downloads of the meditation exercises are available at the author's website: www.mindfulselfcompassion.org. Association for Behavioral and Cognitive Therapies (ABCT) Self-Help Book of Merit","['Psychology', 'Self Help', 'Nonfiction', 'Spirituality', 'Mental Health', 'Buddhism', 'Personal Development']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348298030i/321982.jpg,What to Say When You Talk to Yourself,Shad Helmstetter,4.14,"Negative programming prevents individuals from becoming and doing exactly what they want. Any amount of inspirational reading will only provide us with techniques that could work if put into practice. This book explains the principles of self-talk - a unique way of reversing negativity, optimizing outlook, focusing plans and achieving success. The key is in affirming, telling yourself the right things which then reflect in a more positive lifestyle.","['Self Help', 'Nonfiction', 'Psychology', 'Personal Development', 'Business', 'Productivity', 'Health']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1422839688i/6570502.jpg,Switch: How to Change Things When Change Is Hard,Chip Heath,4.03,"Why is it so hard to make lasting changes in our companies, in our communities, and in our own lives?The primary obstacle is a conflict that's built into our brains, say Chip and Dan Heath, authors of the critically acclaimed bestseller Made to Stick. Psychologists have discovered that our minds are ruled by two different systems - the rational mind and the emotional mind - that compete for control. The rational mind wants a great beach body; the emotional mind wants that Oreo cookie. The rational mind wants to change something at work; the emotional mind loves the comfort of the existing routine. This tension can doom a change effort - but if it is overcome, change can come quickly.In Switch, the Heaths show how everyday people - employees and managers, parents and nurses - have united both minds and, as a result, achieved dramatic results:- The lowly medical interns who managed to defeat an entrenched, decades-old medical practice that was endangering patients (see page 242)- The home-organizing guru who developed a simple technique for overcoming the dread of housekeeping (see page 130)- The manager who transformed a lackadaisical customer-support team into service zealots by removing a standard tool of customer service (see page 199)In a compelling, story-driven narrative, the Heaths bring together decades of counterintuitive research in psychology, sociology, and other fields to shed new light on how we can effect transformative change. Switch shows that successful changes follow a pattern, a pattern you can use to make the changes that matter to you, whether your interest is in changing the world or changing your waistline.","['Nonfiction', 'Business', 'Psychology', 'Self Help', 'Leadership', 'Personal Development', 'Management']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1466048026i/29939402.jpg,Unf*ck Your Habitat: You're Better Than Your Mess,Rachel Hoffman,3.74,"Finally, a housekeeping and organizational system developed for those of us who'd describe our current living situation as a “f*cking mess” that we're desperate to fix. Unf*ck Your Habitat is for anyone who has been left behind by traditional aspirational systems: The ones that ignore single people with full-time jobs; people without kids but living with roommates; and people with mental illnesses or physical limitations, and many others. Most organizational books are aimed at traditional homemakers, DIYers, and people who seem to have unimaginable amounts of free time. They assume we all iron our sheets, have linen napkins to match our table runners, and can keep plants alive for longer than a week. Basically, they ignore most of us living here in the real world.Interspersed with lists and challenges, this practical, no-nonsense advice relies on a 20/10 system (20 minutes of cleaning followed by a 10-minute break; no marathon cleaning allowed) to help you develop lifelong habits. It motivates you to embrace a new lifestyle in manageable sections so you can actually start applying the tactics as you progress. For everyone stuck between The Life-Changing Magic of Tidying Up and Adulting, this philosophy is decidedly more realistic than aspirational, but the goal is the same: not everyone will have a showcase of a home, but whatever your habitat, you deserve one that brings you happiness, not stress.","['Nonfiction', 'Self Help', 'Audiobook', 'Personal Development', 'Productivity', 'Psychology', 'Reference']"
