id,title,description,author,publication,isbn,pages,image
101,Saccage ce carnet PARTOUT !,"le nouveau défi créatif
 de Keri Smith : un carnet nomade
 à saccager partout où tu iras.En voyage, en marchant,
 en avion, en haut d'une montagne,
 dans ton quartier... ou dans tout
 autre lieu imaginaire, il est temps
 de te lancer dans de nouvelles
 aventures !",Keri Smith,24 févr. 2016,9782035918376,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjAzNTkxODM3Ni9jNGJjMDQzYWM1NzU3ZjhhMTA2YzRhMWM3Y2I5NGMxNWFjY2VlYmRkLmpwZWc=/c4bc043ac5757f8a106c4a1c7cb94c15acceebdd-250-375.jpeg?v=1&w=250&h=375&resize=fit
114,Déployer l'amour de soi,"De son parcours singulier, Chloé Bloom a nourrit l'envie profonde de partager à tous ses plus beaux messages d'espoir, d'authenticité et d'amour. L'idée d'un livre inspirant qui vous accompagnerait vers l'amour de soi a donc fleurie, telle une évidence. De ses mots justes, forts et lumineux, elle vous invite dans ce livre à partir à la rencontre de vous-même, à mener votre propre quête intérieure pour renouer avec vos désirs profonds et cheminer vers l'amour de soi. Etre plus en paix avec soi-même, plus en harmonie avec vos décisions, vos choix, vos besoins, vos relations... voilà le présent qui vous attend au bout du chemin !
Mêlant citations, pistes d'introspection, ateliers, conseils, témoignages et récits personnels, ce livre vous fera cheminer tout en douceur et à votre rythme. Laissez-vous porter par votre voix intérieure et naviguez avec fluidité sur la voie de votre épanouissement profond. Révélez enfin, votre flamme intérieure !",Chloé Bloom,15 sept. 2022,9782416007415,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjQxNjAwNzQxNS9hM2IxMDg5MTY2YTE1YzQyMjFmNWY0MGNhYjgxZDVmMmQ3MDYwZDIzLmpwZWc=/a3b1089166a15c4221f5f40cab81d5f2d7060d23-250-375.jpeg?v=1&w=250&h=375&resize=fit
118,Commencer par Pourquoi - Comment les grands leaders nous inspirent à passer à l'action,-,Simon Sinek,3 Nov. 2015,9782924412688,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjkyNDQxMjY4OC8yZWRlZDY5NmI3OWFmMzhhZGNkZWY5YzQwOTEyYTI5ZWVjZjE0MDQ3LmpwZWc=/2eded696b79af38adcdef9c40912a29eecf14047-250-375.jpeg?v=1&w=250&h=375&resize=fit
124,L'apprentissage du bonheur,"L'auteur, professeur de l'Université d'Harvard, analyse les mécanismes qui rendent les individus heureux et applique son étude au monde de l'université, de l'entreprise, et aux relations humaines en général. Une approche pratique de la psychologie positive, illustrée d'exemples et d'exercices.",Tal Ben-Shahar,19 mai 2011,9782266219389,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjI2NjIxOTM4OS80NGEwMzQxN2MxYWY4MDAwY2JkZTQ2Y2Q3MDZkNDIwYzAzNjk5MWIwLmpwZWc=/44a03417c1af8000cbde46cd706d420c036991b0-250-375.jpeg?v=1&w=250&h=375&resize=fit
136,Tarot - Le Pouvoir des chats,"Ce magnifique jeu de tarot rend hommage au charme fascinant du chat.
Les chats, ces êtres énigmatiques qui ont envahi nos coeurs et nos foyers, sont les stars de ce coffret. Le Pouvoir des chats réinterprète le tarot traditionnel et propose 78 cartes où nos amis à quatre pattes incarnent les figures des arcanes majeurs et mineurs. Un livret illustré dévoile les significations des cartes et leurs symboliques pour vous aider à interpréter vos tirages.Laissez les chats vous guider au royaume du tarot pour en découvrir toutes les subtilités et éclairer votre quotidien !",Catherine Davidson,27 Oct. 2022,9782412082256,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjQxMjA4MjI1Ni9hYTAxMTljZjg1NGMxMDQxNDgxM2UxYWY1YmI5MTViNDg5Nzg4NDUwLmpwZWc=/aa0119cf854c10414813e1af5bb915b489788450-250-375.jpeg?v=1&w=250&h=375&resize=fit
151,Entrer dans le vortex,"Entrer dans le Vortex

Jeu de 60 cartes sur les Relations
Chers Amis,
C'est toujours une satisfaction pour moi de pouvoir puiser dans la Vibration d'Abraham et de traduire son puissant message dans notre espace-temps actuel.
Je crois de tout mon coeur que non seulement ce jeu de cartes contient tout ce qu'il faut pour attirer et entretenir de merveilleuses relations, mais qu'il explique aussi tout ce que nous avons besoin de comprendre sur le fait de vivre sa vie dans un corps à notre époque.
Chaque fois que je réfléchis à la profondeur de compréhension reflétée par ces cartes, je sens ma vraie nature reprendre vie. Ce jeu est ce que je possède de plus précieux.
Avec amour,
Esther Hicks",Esther Hicks,7 juin 2016,9782813208286,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjgxMzIwODI4Ni9kYzVlNTczMDgwZDEwMjBhNTU3ZTNkNWVhY2JkNTEyN2I1ZDkwMDAzLmpwZWc=/dc5e573080d1020a557e3d5eacbd5127b5d90003-250-375.jpeg?v=1&w=250&h=375&resize=fit
190,L'autoguérison et ses Secrets,"Les clés du Secret expliquait la loi de l'attraction et la marche à suivre pour l'appliquer à la vie de tous les jours. Grâce à la technique de Gestion de la Pensée que Daniel Sévigny a lui-même mise sur pied et qu'il enseigne depuis plus de 20 ans à travers le monde, des dizaines de milliers de personnes agissent maintenant avec succès sur leur quotidien. Pour les gens en bonne santé comme pour les personnes malades, l'autoguérison et ses secrets fournit les sept clés de vérité à posséder pour connaître la santé. La découverte du canal énergétique est l'évènement du siècle dans le domaine de la connaissance. L'enseignement que contient le plus récent ouvrage de Daniel Sévigny s'appuie sur des études menées par des sommités dans les domaines médical, scientifique et spirituel. L'utilisation des clés vous permettra d'obtenir ce que vous voulez. L'impossible devient possible ! Vos réussites augmenteront votre foi dans LA matière énergétique. Votre esprit aura alors une plus grande ouverture pour aller de l'avant dans la démarche que propose le présent ouvrage : l'autoguérison. Le canal énergétique est la médecine de demain. Le médecin restera toujours un consultant, L'univers sera le traitant !",Daniel Sévigny,2 mars 2009,9782890747845,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjg5MDc0Nzg0NS9lODNhN2FhODllZjY5MGQ1ZjA3NTFmZjdkNjdiZTg3YmM3ZDU0MmUxLmpwZWc=/e83a7aa89ef690d5f0751ff7d67be87bc7d542e1-250-375.jpeg?v=1&w=250&h=375&resize=fit
196,Sophro facile,"Vous souhaitez prendre conscience de votre état physique et mental, vous ressourcer, vous projeter ou vous libérer de ce qui vous traverse ?
Choisissez une carte adaptée à votre état d'esprit du moment, mettez-vous en condition et réalisez un exercice selon l'intention proposée pour en recueillir les bienfaits.
Retrouvez dans cette boîte :

Une notice détaillée.
40 exercices accessibles à tous, répartis en 4 thèmes.
Des illustrations ludiques et schématiques.",Anaïs Slaney,8 mars 2023,9782017165392,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjAxNzE2NTM5Mi8xYTY1MjcxNGMzZDZmODRiZWY3NTI4NzMwMzk2YzhlOTg4NWZhZjhlLmpwZWc=/1a652714c3d6f84bef7528730396c8e9885faf8e-250-375.jpeg?v=1&w=250&h=375&resize=fit
214,"Atma, le pouvoir de l'amour","ATMA, le pouvoir de l’Amour se veut une approche pratique de la spiritualité, c’est-à-dire de ramener la spiritualité dans la matière ou, si l’on veut, sur le plan physique et concret. Il permet d’aller chercher la compréhension au niveau du cœur, ce qui procure la paix intérieure dont nous avons besoin. Certains exercices expliqués dans cet ouvrage sont originaires des enseignements de l’ancien Tibet, adaptés pour les temps modernes.Le CD « HU, le chant de l’Univers », inclus dans ce livre, est un héritage datant du début de l’univers. Il contient un mantra spirituel qui favorise une ouverture de conscience.","Martel, Jacques",9 Oct. 2013,9782923364582,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjkyMzM2NDU4Mi9hZThkZmU3MWU3OWQwMGJiZDk4MmY2OGIyNTUyZGQwZjY2YWJjYTU1LmpwZWc=/ae8dfe71e79d00bbd982f68b2552dd0f66abca55-250-375.jpeg?v=1&w=250&h=375&resize=fit
222,La petite boîte pour les mamans fantastiques qui font de leur mieux !,"La petite boîte pour les mamans fantastiques qui font de leur mieux !
Être maman est une belle aventure, mais ce n'est pas toujours facile. Grâce aux 82 cartes de ce petit coffret, vous découvrirez chaque jour un message, un conseil ou une affirmation positive pour ne plus vous cantonner au rôle de maman seulement.Vous apprendrez ainsi à lâcher prise, à être davantage à l'écoute de vos besoins et de ceux de votre enfant, mais aussi à prendre soin de vous, jour après jour.Car vous êtes une maman fantastique, et bien plus encore !",Sandrino Mancinelli,25 mai 2023,9782849337394,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjg0OTMzNzM5NC80NTI2MGFlYzRiZmQ0ZWEyZjQxMDVhMWRhNmI4YmViOGQ4OWI2MzBjLmpwZWc=/45260aec4bfd4ea2f4105a1da6b8beb8d89b630c-250-375.jpeg?v=1&w=250&h=375&resize=fit
252,Le petit oracle Dis-moi que tu m'aimes,"Et si vous appreniez à mieux cerner la personnalité de ceux qui vous entourent grâce à la numérologie ? Un nombre = un trait de caractère !
Quelles sont ses qualités ? Ses défauts ? Ses intentions envers moi ? Grâce à la magie des nombres, ces deux petits oracles vous révéleront de précieuses informations sur la personne qui habite vos pensées et vous aideront à comprendre ce qui vibre réellement en l'autre.Vous pourrez alors partir à la conquête, ou à la reconquête, de ceux que vous côtoyez au quotidien, que ce soit dans la sphère affective, sociale ou professionnelle.",Sandytatoo,11 janv. 2024,9782849338346,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjg0OTMzODM0Ni9mYTQ4YzkxYTY5NDE2YTEwMmMyNmNmZDIzMjQwNzI5YWMxYjY0OTZlLmpwZWc=/fa48c91a69416a102c26cfd23240729ac1b6496e-250-375.jpeg?v=1&w=250&h=375&resize=fit
255,L'oracle de E - 52 cartes oracles pour réaliser vos rêves,"Un jeu de cartes de l'oracle de E pour obtenir des réponses sur sa situation actuelle, découvrir le chemin à emprunter et prendre des décisions. Avec un guide d'utilisation contenant des instructions et des extrapolations pour chaque carte.",Pam Grout,7 juil. 2017,9782813214294,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjgxMzIxNDI5NC9lMDVhNTU5YzIyYjAyZjM0ZDFiYjA2MWQyYWQ4ODllZWI0OWJmYjRkLmpwZWc=/e05a559c22b02f34d1bb061d2ad889eeb49bfb4d-250-375.jpeg?v=1&w=250&h=375&resize=fit
281,La petite boîte pour apprendre à lâcher prise,"La petite boîte pour apprendre à lâcher prise
Apprendre à lâcher prise, c'est apprendre
à se détacher des problèmes qui nous rongent
et nous empêchent d'avancer.Grâce aux 81 cartes de ce coffret,
vous découvrirez chaque jour un message
ou un conseil pour transformer petit à petit
votre regard sur la vie et laisser enfin la place
au véritable bien-être.",Ronald Mary,13 févr. 2018,9782849334294,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjg0OTMzNDI5NC8xMGQ0OGY1NzFiOTI4NTVmM2MwYjFmNzI0OWQwZGQyNjdjNWNjZmJjLmpwZWc=/10d48f571b92855f3c0b1f7249d0dd267c5ccfbc-250-375.jpeg?v=1&w=250&h=375&resize=fit
294,Les Portes de l'Âme (coffret) - Pour réussir sa Mission de Vie,"Les portes de l'Âme
Cet oracle de 54 cartes magnifiquement illustrées a été créé pour nous permettre d'accéder au « plan » de notre âme et réaliser ainsi notre mission de vie. Chaque carte délivre un message pour se libérer des freins et des blocages mis en place par l'ego, accéder à ses facultés intuitives, développer sa créativité et affirmer sa véritable personnalité. Grâce au livre d'accompagnement, vous découvrirez les différentes méthodes de tirage ainsi que la signification des messages pour suivre, pas à pas, la voie de votre chemin initiatique.
À la lumière de notre âme, nous actualisons le but de notre venue sur Terre, là où miraculeusement tout nous réussit
naturellement...",Vanessa Mielczareck,11 sept. 2018,9782702914625,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjcwMjkxNDYyNS8zOGM5YjcxMDM0YThjNzYxZjU0NDcxMmYwMDJhZDlhYjNkNzhhNmU2LmpwZWc=/38c9b71034a8c761f544712f002ad9ab3d78a6e6-250-375.jpeg?v=1&w=250&h=375&resize=fit
298,Le tarot des chats mystiques,"Le Tarot des chats mystiques

Pendant des millénaires, toutes les cultures du monde ont cherché à comprendre la nature mystique du chat. En effet, ce félin au regard pénétrant est doté de perceptions aiguisées, dont son légendaire sixième sens !Grâce à ce tarot construit sur le modèle traditionnel du Rider-Waite et à son livre explicatif, vous allez pénétrer dans le monde extrasensoriel des chats en vous connectant à leur imaginaire et à leur mémoire ancestrale. À travers les 78 lames magnifiquement illustrées représentant des scènes de leur quotidien, vous pourrez, par analogie, en tirer des leçons pour votre propre vie. Quelles que soient vos questions ou vos préoccupations, les chats mystiques vous feront bénéficier de leurs précieux conseils et de leur grande sagesse...",Lunaea Weatherstone,8 Nov. 2017,9782702912867,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjcwMjkxMjg2Ny8zM2Q4NWRkODUzYjZiNjg2ZmNjOGIwYTNjODg3ZWEwZWUyNWQ5YjdlLmpwZWc=/33d85dd853b6b686fcc8b0a3c887ea0ee25d9b7e-250-375.jpeg?v=1&w=250&h=375&resize=fit
307,L'Oracle Céleste Astrokiff,"L'Oracle Céleste Astrokiff
Julia Salomé, alias Astrokiff, vous propose de redécouvrir le zodiaque grâce à son Oracle Céleste, inspiré de l'empreinte de la mythologie gréco-romaine.Laissez-vous porter par l'énergie des 12 signes astrologiques, la force des éléments, le mouvement des astres el des planètes, le rythme des saisons et le symbolisme des notions de l'oracle de Belline.Ce coffret contient : 
70 cartes magnifiquement illustrées pour recevoir les messages célestes et un livret de 160 pages pour interpréter vos tirages.",Julia Salomé,29 mars 2023,9782017196334,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjAxNzE5NjMzNC8yMTQ2MDY1NDg0NDZkMzk3MjMxNTJjNmZmYTc0NWUzZjNhM2ZkZWVmLmpwZWc=/214606548446d39723152c6ffa745e3f3a3fdeef-250-375.jpeg?v=1&w=250&h=375&resize=fit
316,Good Karma Box - 50 cartes 100% pensée positive,"Good Karma box
La Good Karma box vous invite à recevoir un message inspirant et positif au quotidien ou dès lors que vous en ressentez le besoin.Les cartes sont réparties en 3 axes : reconnexion, inspiration et alignement à soi.Il vous suffit de vous laisser guider, et d'en tirer une pour que son message infuse tout ou long de votre journée afin d'éveiller des prises de conscience en vous.50 cartes inspirantes + 1 carte notice",Stéphanie Abellan,11 févr. 2021,9782849335970,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjg0OTMzNTk3MC83MjczY2RlNTRkN2I0Y2NiYWM4YjVmYmFhZTZhNDUzNTQ2ZjM3NWRiLmpwZWc=/7273cde54d7b4ccbac8b5fbaae6a453546f375db-250-375.jpeg?v=1&w=250&h=375&resize=fit
318,Le petit Oracle des pensées positives,"Découvrez des messages lumineux qui vous guideront avec justesse !Ce petit Oracle merveilleux et puissant vous offrira une dose de bien-être au quotidien.Grâce au 58 cartes, vous recevrez de précieux conseils dans tous les domaines afin de mettre du soleil dans vos journées. Vous pourrez ainsi évoluer avec sérenité et éclairer votre chemin de vie.",Géraldine Garance,1 févr. 2024,9782849338360,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjg0OTMzODM2MC8wNzg0OTE3NTRiYzYzNjNhMTVhODc2NmQ5ZWViNjE4MTVkYzhlOGI3LmpwZWc=/078491754bc6363a15a8766d9eeb61815dc8e8b7-250-375.jpeg?v=1&w=250&h=375&resize=fit
340,Coffret Lettres magnétiques animaux Céline Alvarez,"Lettres magnétiques des animaux Céline Alvarez (réassort d'images et de lettres)En complément du coffret "" Lettres magnétiques "" (qui contient toutes les lettres de l'alphabet, les principaux digrammes et 10 images en bois aimanté) ce coffret "" Lettres magnétiques des animaux "" offre un réassort de 10 images accompagnées des lettres et digrammes nécessaires pour composer les noms d'animaux proposés. Chaque coffret contient le livret "" la lecture naturelle "" de Céline Alvarez qui expose les étapes-clés pour accompagner l'enfant vers une entrée naturelle dans la lecture.",Céline Alvarez,19 août 2021,9791037504197,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc5MTAzNzUwNDE5Ny82MGI1MjllNDk4NjU0NjEzYTljNmFjMGNmNjRjZGQ4ODAzZjQxZmM4LmpwZWc=/60b529e498654613a9c6ac0cf64cdd8803f41fc8-250-375.jpeg?v=1&w=250&h=375&resize=fit
363,Vademecum du Patrimoine 2024 - 29e édition,"Le Vademecum du Patrimoine, c'est depuis bientôt 30 ans l'essentiel de la gestion de patrimoine en 175 fiches pratiques, régulièremenent actualisées sur un site web dédié.
Entrez dans le monde du Vademecum du Patrimoine, fruit de 29 années d'expertise financière ! Ce recueil est le guide indispensable en matière de gestion de patrimoine. Il comprend pas moins de175 fiches de synthèse rédigées par des experts et régulièrement mises à jour sur notre site Internet dédié.
Le Vademecum du Patrimoine propose une exploration complète des éléments essentiels de la gestion de patrimoine, des chiffres-clés aux résumés illustrés, pour vous livrer les données financières les plus pertinentes. Dans cette nouvelle édition, une attention toute particulière est potée à la réforme des retraites de 2023, sur laquelle cet ouvrage de référence vous fournira les informations indispensables pour prendre ce tournant décisif. 
Réussissez vos rendez-vous professionnels avec le Vademecum du Patrimoine, où l'expertise rencontre la pédagogie !",Véronique Couturier,21 févr. 2024,9782896039029,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjg5NjAzOTAyOS9iM2E3ZDViYTQ4MjhmMzFiZDM4ODUxNTE2M2VhODZlMmVhYjIyMGUxLmpwZWc=/b3a7d5ba4828f31bd388515163ea86e2eab220e1-250-375.jpeg?v=1&w=250&h=375&resize=fit
377,Le Petit Grimoire aux grands pouvoirs et ses cartes magiques,"Bonjour, je suis Luminella, Ce n'est pas parce qu'on est petit que l'on ne peut pas avoir de grands pouvoirs ! Je te propose de découvrir les tiens grâce aux secrets de mon petit grimoire et de ses cartes magiques.

Es-tu prêt pour cette grande aventure ?
Ce coffret enchanté, pour les enfants de 3 à 177 ans, leur permettra de découvrir et de développer les nombreux pouvoirs qui les habitent et dont regorge l'Univers.Accompagnant les 43 cartes magiques, magnifiquement illustrées, le grimoire permet d'en apprendre plus sur chaque pouvoir et détaille les missions, jeux ou exercices à réal6iser pour le développer.À la fois poétique et récréatif, Le Petit Grimoire aux grands pouvoirs et ses cartes magiques saura être un excellent guide pour accompagner les enfants dans leur évolution personnelle et faire d'eux de futurs adultes épanouis.
Ce coffret contient :


un grimoire de 86 pages illustrées en couleurs


43 cartes magiques


un joli sac pour protéger tes cartes et préserver leurs pouvoirs",Malory Malmasson,26 févr. 2019,9782849334973,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjg0OTMzNDk3My80Zjk3MjM2YWU1Yzc1NGQxZDhmMzk3ZmEwM2Y0YTgyYWYxM2RkNjkwLmpwZWc=/4f97236ae5c754d1d8f397fa03f4a82af13dd690-250-375.jpeg?v=1&w=250&h=375&resize=fit
383,Le livre de ta naissance et de tes premières fois,"Le livre de ta naissance
« Parce que ta venue au monde a chamboulé ma vie, que tes premiers mots m'ont émue, tes premiers pas m'ont bouleversée, parce que tes premiers exploits et tes premières photos sont de fabuleux souvenirs, j'ai décidé de tout consigner dans ce livre. Regarde à l'intérieur... »Un ouvrage plein de poésie et de gaîté, avec un texte émouvant et des illustrations raffinées, tout
en camaïeu de couleurs.
Et aussi : des cadres pour coller des photos, un arbre généalogique à remplir, une enveloppe pour sa première mèche cheveux, une autre pour son bracelet de maternité et une jolie toise à accrocher dans sa chambre pour le regarder
grandir.",Jeanne Ardoin,8 janv. 2014,9782012385603,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjAxMjM4NTYwMy83ZGI1ZTk3ZTg2ZGI2NDQxNDNkYjNjNWE4MDZmZjc5OTJjYTMxOTYxLmpwZWc=/7db5e97e86db644143db3c5a806ff7992ca31961-250-375.jpeg?v=1&w=250&h=375&resize=fit
389,La petite boîte des enfants pour découvrir les principes toltèques,"Le petite boîte des enfants pour découvrir les Accords toltèques
Les Accords toltèques sont formidables pour t'aider à avoir confiance en toi, à te sentir libre et à prendre du recul sur les petites difficultés du quotidien.Grâce aux 81 cartes de ce coffret, tu découvriras chaque jour un message ou un conseil pour appliquer la sagesse toltèque, en famille, à l'école et avec tes amis.",Florence Millot,10 juin 2020,9782849335604,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjg0OTMzNTYwNC8yODg2YzhkMTQyNDc2ZjgzZWFjYWQwYmM1Y2YwYjAxN2E3YTM5N2FmLmpwZWc=/2886c8d142476f83eacad0bc5cf0b017a7a397af-250-375.jpeg?v=1&w=250&h=375&resize=fit
394,365 jours Villages de France - calendrier Géo,"365 jours

Villages de France

Flâner dans les rues de Riquewihr, admirer la cité médiévale de Rocamadour, se promener sur les bords du lac Léman... Découvrez les plus beaux villages de France sélectionnés par GEO, ainsi que des citations, proverbes et informations historiques, pour vivre une belle année au coeur du patrimoine français.
S'enfuir dans un village pour en faire le centre du monde.
Jules Renard",Géo (périodique),9 Oct. 2020,9782809672992,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjgwOTY3Mjk5Mi85YWY5NjNkNGYzMDViZDkzNWZjOWEyZTI5NTAxYTRjN2UyOWY1MTViLmpwZWc=/9af963d4f305bd935fc9a2e29501a4c7e29f515b-250-375.jpeg?v=1&w=250&h=375&resize=fit
395,365 jours Chats et chatons  - Calendrier Géo,"365 Jours

Chats et chatons

GEO vous accompagne pour un tour du monde des plus belles photos de chats et chatons, découvrez également des citations d'artistes inspirés par ces félins aussi tendres qu'indépendants.
J'adore les chats, les seuls animaux qui ne soient pas des esclaves.
Émile Zola",Géo (périodique),9 Oct. 2020,9782809672978,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjgwOTY3Mjk3OC85YTI2ZDZiZjE0N2NmMjYyYWY3MDZlMmM3M2UxNzY5NmQwMzQ3NmM3LmpwZWc=/9a26d6bf147cf262af706e2c73e17696d03476c7-250-375.jpeg?v=1&w=250&h=375&resize=fit
396,Frigobloc liste de menus,"Frigobloc©

Organisez tous vos menus de la semaine jour après jour

Un espace « déjeuner », un espace « dîner »
De la place pour tout noter facilementAstuce : notez les repas de la cantine dans ta case déjeuner pour prévoir vos repas du soir

La liste des courses pour les indispensables

Une vision claire en un coup d'oeil !",PLAYBAC EDITIONS,30 juin 2021,9782809675221,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjgwOTY3NTIyMS8zYjU4NDM1MjZhZTEwNDZkMDQ3ZjBmNDY0MGI4NzZjN2RkZTk3Y2ZiLmpwZWc=/3b5843526ae1046d047f0f4640b876c7dde97cfb-250-375.jpeg?v=1&w=250&h=375&resize=fit
411,Mes lettres Montessori,Coffret comprenant les vingt-six lettres de l'alphabet découpées dans des cartes et offrant un toucher rugueux pour suivre leur tracé avec le doigt. Accompagné d'un ouvrage d'activités suggérant aux parents diverses activités à réaliser avec leurs enfants pour compléter leur découverte des lettres.,Marie-Hélène Place,13 Oct. 2011,9782092785638,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjA5Mjc4NTYzOC85NzEwN2RkNzU5ZmRmYWFlOTU3ZmNjODA2ZDdjMWQ3NjRmZjM1ZjYwLmpwZWc=/97107dd759fdfaae957fcc806d7c1d764ff35f60-250-375.jpeg?v=1&w=250&h=375&resize=fit
429,À la découverte du pendule,"Découvre l'incroyable univers du Pendule, de sa première oscillation à une véritable connexion !
Le pendule est un outil spirituel qui répond à tes vibrations. Revêtant de nombreuses formes et matières, il est un compagnon et un guide incroyable pour t'accompagner dans tes apprentissages personnels.Que ce soit pour développer ta pratique divinatoire, spirituelle, énergétique, médiumnique ou encore pour travailler avec l'énergie des pierres, tu trouveras dans le livret d'accompagnement tous les protocoles d'utilisation expliqués de façon simple et complète.Ce coffret contient :
Un pendule et un joli sachet pour le protéger ;
Un livre de 104 pages ;
20 planches thématiques pour la pratique ;
3 planches vierges pour que tu puisses t'approprier son utilisation et créer des outils adaptés à tes besoins.
Le pendule n'a pas de pouvoirs magiques, c'est un support divinatoire qui te permet de te connecter à tes propres capacités et de les amplifier. Prends le temps de l'apprivoiser, d'expérimenter à ton rythme, selon ta sensibilité.",Isabelle Cerf,9 juin 2022,9782361884857,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjM2MTg4NDg1Ny84MTBmMDFiMmRlMzkxMDNjMWNlMTExMzUyODk0NjU4ZDRhMWMyMjNmLmpwZWc=/810f01b2de39103c1ce111352894658d4a1c223f-250-375.jpeg?v=1&w=250&h=375&resize=fit
432,Mantras sacrés,"Les 50 mantras de ce coffret sont sacrés. Pratiqués depuis des millénaires au Tibet, spécialement réunis et révélés aujourd'hui, leurs impacts sont à la hauteur de nos défis actuels. Leurs sons, telle une mélodie de l'âme, favorisent l'expansion de votre être.Calligraphiés, bénis et enregistrés par le moine tibétain Tenzin Penpa, ces mantras sacrés élèvent le corps, l'âme et l'esprit.Plus vous les pratiquez, plus votre état de conscience dépassera les difficultés et s'ouvrira aux possibles. Vos pensées deviendront plus claires, votre taux vibratoire augmentera et votre coeur s'ouvrira à un chemin plus lumineux. Parce que le cerveau pense et le coeur sait, la sonorité et la calligraphie de chaque mantra résonnera au plus profond de votre être, ils agiront sur votre vie pour vous aider à dépasser les défis, retrouver confiance et paix.

50 cartes


50 audios


1 livret",Lilou Macé,26 sept. 2023,9791028529802,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc5MTAyODUyOTgwMi80YjllZDQ4OTU2ZDBkNGJiZjgxM2JjMTliYTc1MDExOGE3NjNmYjA0LmpwZWc=/4b9ed48956d0d4bbf813bc19ba750118a763fb04-250-375.jpeg?v=1&w=250&h=375&resize=fit
